('link264', 2.876054086937745)
('link265', 2.876054086937745)
('link266', 2.876054086937745)
('link267', 2.876054086937745)
('link268', 2.876054086937745)
('link269', 2.876054086937745)
('link270', 2.876054086937745)
('link271', 2.876054086937745)
('link272', 2.876054086937745)
('link273', 2.876054086937745)
('link274', 2.876054086937745)
('link275', 2.876054086937745)
('link276', 2.876054086937745)
('link277', 2.876054086937745)
('link278', 2.876054086937745)
('link279', 2.876054086937745)
('link280', 2.876054086937745)
('link281', 2.876054086937745)
('link282', 2.876054086937745)
('link283', 2.876054086937745)
('link285', 2.876054086937745)
('link286', 2.876054086937745)
('link287', 2.876054086937745)
('link288', 2.876054086937745)
('link289', 2.876054086937745)
('link290', 2.876054086937745)
('link291', 2.876054086937745)
('link292', 2.876054086937745)
('link293', 2.876054086937745)
('link294', 2.876054086937745)
('link295', 2.876054086937745)
('link296', 2.876054086937745)
('link297', 2.876054086937745)
('link298', 2.876054086937745)
('link299', 2.876054086937745)
('link300', 2.876054086937745)
('link301', 2.876054086937745)
('link302', 2.876054086937745)
('link303', 2.876054086937745)
('link304', 2.876054086937745)
('link305', 2.876054086937745)
('link306', 2.876054086937745)
('link307', 2.876054086937745)
('link308', 2.876054086937745)
('link309', 2.876054086937745)
('link310', 2.876054086937745)
('link311', 2.876054086937745)
('link312', 2.876054086937745)
('link313', 2.876054086937745)
('link314', 2.876054086937745)
('link315', 2.876054086937745)
('link318', 2.876054086937745)
('link319', 2.876054086937745)
('link320', 2.876054086937745)
('link321', 2.876054086937745)
('link322', 2.876054086937745)
('link323', 2.876054086937745)
('link324', 2.876054086937745)
('link325', 2.876054086937745)
('link326', 2.876054086937745)
('link328', 2.876054086937745)
('link329', 2.876054086937745)
('link330', 2.876054086937745)
('link331', 2.876054086937745)
('link332', 2.876054086937745)
('link333', 2.876054086937745)
('link334', 2.876054086937745)
('link335', 2.876054086937745)
('link336', 2.876054086937745)
('link337', 2.876054086937745)
('link338', 2.876054086937745)
('link339', 2.876054086937745)
('link340', 2.876054086937745)
('link341', 2.876054086937745)
('link342', 2.876054086937745)
('link344', 2.876054086937745)
('link345', 2.876054086937745)
('link346', 2.876054086937745)
('link347', 2.876054086937745)
('link348', 2.876054086937745)
('link349', 2.876054086937745)
('link350', 2.876054086937745)
('link351', 2.876054086937745)
('link352', 2.876054086937745)
('link353', 2.876054086937745)
('link354', 2.876054086937745)
('link355', 2.876054086937745)
('link356', 2.876054086937745)
('link357', 2.876054086937745)
('link359', 2.876054086937745)
('link360', 2.876054086937745)
('link361', 2.876054086937745)
('link362', 2.876054086937745)
('link363', 2.876054086937745)
('link364', 2.876054086937745)
('link365', 2.876054086937745)
('link366', 2.876054086937745)
('link367', 2.876054086937745)
('link368', 2.876054086937745)
('link369', 2.876054086937745)
('link371', 2.876054086937745)
('link372', 2.876054086937745)
('link373', 2.876054086937745)
('link374', 2.876054086937745)
('link375', 2.876054086937745)
('link376', 2.876054086937745)
('link377', 2.876054086937745)
('link378', 2.876054086937745)
('link379', 2.876054086937745)
('link380', 2.876054086937745)
('link381', 2.876054086937745)
('link382', 2.876054086937745)
('link383', 2.876054086937745)
('link384', 2.876054086937745)
('link385', 2.876054086937745)
('link386', 2.876054086937745)
('link387', 2.876054086937745)
('link388', 2.876054086937745)
('link389', 2.876054086937745)
('link390', 2.876054086937745)
('link391', 2.876054086937745)
('link393', 2.876054086937745)
('link394', 2.876054086937745)
('link395', 2.876054086937745)
('link396', 2.876054086937745)
('link397', 2.876054086937745)
('link398', 2.876054086937745)
('link399', 2.876054086937745)
('link400', 2.876054086937745)
('link401', 2.876054086937745)
('link402', 2.876054086937745)
('link403', 2.876054086937745)
('link404', 2.876054086937745)
('link405', 2.876054086937745)
('link406', 2.876054086937745)
('link407', 2.876054086937745)
('link408', 2.876054086937745)
('link409', 2.876054086937745)
('link410', 2.876054086937745)
('link411', 2.876054086937745)
('link412', 2.876054086937745)
('link413', 2.876054086937745)
('link414', 2.876054086937745)
('link415', 2.876054086937745)
('link416', 2.876054086937745)
('link417', 2.876054086937745)
('link418', 2.876054086937745)
('link419', 2.876054086937745)
('link420', 2.876054086937745)
('link421', 2.876054086937745)
('link422', 2.876054086937745)
('link423', 2.876054086937745)
('link424', 2.876054086937745)
('link425', 2.876054086937745)
('link426', 2.876054086937745)
('link428', 2.876054086937745)
('link429', 2.876054086937745)
('link430', 2.876054086937745)
('link431', 2.876054086937745)
('link432', 2.876054086937745)
('link433', 2.876054086937745)
('link434', 2.876054086937745)
('link435', 2.876054086937745)
('link436', 2.876054086937745)
('link438', 2.876054086937745)
('link439', 2.876054086937745)
('link441', 2.876054086937745)
('link442', 2.876054086937745)
('link443', 2.876054086937745)
('link444', 2.876054086937745)
('link445', 2.876054086937745)
('link446', 2.876054086937745)
('link447', 2.876054086937745)
('link448', 2.876054086937745)
('link449', 2.876054086937745)
('link450', 2.876054086937745)
('link451', 2.876054086937745)
('link452', 2.876054086937745)
('link454', 2.876054086937745)
('link455', 2.876054086937745)
('link456', 2.876054086937745)
('link457', 2.876054086937745)
('link458', 2.876054086937745)
('link459', 2.876054086937745)
('link460', 2.876054086937745)
('link461', 2.876054086937745)
('link462', 2.876054086937745)
('link463', 2.876054086937745)
('link464', 2.876054086937745)
('link465', 2.876054086937745)
('link466', 2.876054086937745)
('link467', 2.876054086937745)
('link469', 2.876054086937745)
('link470', 2.876054086937745)
('link471', 2.876054086937745)
('link472', 2.876054086937745)
('link473', 2.876054086937745)
('link474', 2.876054086937745)
('link475', 2.876054086937745)
('link476', 2.876054086937745)
('link477', 2.876054086937745)
('link478', 2.876054086937745)
('link479', 2.876054086937745)
('link480', 2.876054086937745)
('link481', 2.876054086937745)
('link482', 2.876054086937745)
('link483', 2.876054086937745)
('link485', 2.876054086937745)
('link486', 2.876054086937745)
('link488', 2.876054086937745)
('link489', 2.876054086937745)
('link490', 2.876054086937745)
('link491', 2.876054086937745)
('link492', 2.876054086937745)
('link493', 2.876054086937745)
('link494', 2.876054086937745)
('link495', 2.876054086937745)
('link496', 2.876054086937745)
('link497', 2.876054086937745)
('link498', 2.876054086937745)
('link499', 2.876054086937745)
('link500', 2.876054086937745)
('link501', 2.876054086937745)
('link502', 2.876054086937745)
('link503', 2.876054086937745)
('link504', 2.876054086937745)
('link505', 2.876054086937745)
('link506', 2.876054086937745)
('link507', 2.876054086937745)
('link508', 2.876054086937745)
('link509', 2.876054086937745)
('link510', 2.876054086937745)
('link511', 2.876054086937745)
('link512', 2.876054086937745)
('link513', 2.876054086937745)
('link67', 2.6807642892346495)
