('link484', 9.245612145923834)
('link440', 7.446135086191017)
('link244', 7.431670849804806)
('link246', 7.4043346591416235)
('link284', 7.321410152952743)
('link191', 6.740590405591815)
('link50', 6.160735524922956)
('link316', 6.086536295622622)
('link144', 5.927311555166439)
('link116', 5.916809159580691)
('link392', 5.720316464581363)
('link147', 5.528679341595073)
('link164', 5.5134037864758)
('link165', 5.3821342063653)
('link226', 5.268648596622622)
('link427', 4.967345455003992)
('link185', 4.903046478344654)
('link86', 4.2325225146942795)
('link514', 4.171500503788363)
('link327', 4.133520883262573)
('link4', 3.9539579925284776)
('link437', 3.8234943374125487)
('link212', 3.756461039065032)
('link78', 3.7453635070451305)
('link358', 3.7195488797273986)
('link26', 3.7038124146416536)
('link40', 3.4847897491774633)
('link370', 3.468112567477797)
('link52', 3.4495823655892783)
('link453', 3.398811671326059)
('link225', 3.314497193821979)
('link487', 3.299487730292279)
('link258', 3.2556871145598745)
('link468', 3.1964412775902282)
('link51', 3.137601659061645)
('link343', 3.1327159132956135)
('link31', 2.9976307415283143)
('link194', 2.9976307415283143)
('link317', 2.9976307415283143)
('link1', 2.876054086937745)
('link2', 2.876054086937745)
('link3', 2.876054086937745)
('link5', 2.876054086937745)
('link6', 2.876054086937745)
('link7', 2.876054086937745)
('link8', 2.876054086937745)
('link9', 2.876054086937745)
('link10', 2.876054086937745)
('link11', 2.876054086937745)
('link12', 2.876054086937745)
('link13', 2.876054086937745)
('link14', 2.876054086937745)
('link15', 2.876054086937745)
('link16', 2.876054086937745)
('link17', 2.876054086937745)
('link18', 2.876054086937745)
('link19', 2.876054086937745)
('link20', 2.876054086937745)
('link21', 2.876054086937745)
('link22', 2.876054086937745)
('link23', 2.876054086937745)
('link24', 2.876054086937745)
('link25', 2.876054086937745)
('link27', 2.876054086937745)
('link28', 2.876054086937745)
('link29', 2.876054086937745)
('link30', 2.876054086937745)
('link32', 2.876054086937745)
('link33', 2.876054086937745)
('link34', 2.876054086937745)
('link35', 2.876054086937745)
('link36', 2.876054086937745)
('link37', 2.876054086937745)
('link38', 2.876054086937745)
('link39', 2.876054086937745)
('link41', 2.876054086937745)
('link42', 2.876054086937745)
('link43', 2.876054086937745)
('link44', 2.876054086937745)
('link45', 2.876054086937745)
('link46', 2.876054086937745)
('link47', 2.876054086937745)
('link48', 2.876054086937745)
('link49', 2.876054086937745)
('link53', 2.876054086937745)
('link54', 2.876054086937745)
('link55', 2.876054086937745)
('link56', 2.876054086937745)
('link57', 2.876054086937745)
('link58', 2.876054086937745)
('link59', 2.876054086937745)
('link60', 2.876054086937745)
('link61', 2.876054086937745)
('link62', 2.876054086937745)
('link63', 2.876054086937745)
('link64', 2.876054086937745)
('link65', 2.876054086937745)
('link66', 2.876054086937745)
('link68', 2.876054086937745)
('link69', 2.876054086937745)
('link70', 2.876054086937745)
('link71', 2.876054086937745)
('link72', 2.876054086937745)
('link73', 2.876054086937745)
('link74', 2.876054086937745)
('link75', 2.876054086937745)
('link76', 2.876054086937745)
('link77', 2.876054086937745)
('link79', 2.876054086937745)
('link80', 2.876054086937745)
('link81', 2.876054086937745)
('link82', 2.876054086937745)
('link83', 2.876054086937745)
('link84', 2.876054086937745)
('link85', 2.876054086937745)
('link87', 2.876054086937745)
('link88', 2.876054086937745)
('link89', 2.876054086937745)
('link90', 2.876054086937745)
('link91', 2.876054086937745)
('link92', 2.876054086937745)
('link93', 2.876054086937745)
('link94', 2.876054086937745)
('link95', 2.876054086937745)
('link96', 2.876054086937745)
('link97', 2.876054086937745)
('link98', 2.876054086937745)
('link99', 2.876054086937745)
('link100', 2.876054086937745)
('link101', 2.876054086937745)
('link102', 2.876054086937745)
('link103', 2.876054086937745)
('link104', 2.876054086937745)
('link105', 2.876054086937745)
('link106', 2.876054086937745)
('link107', 2.876054086937745)
('link108', 2.876054086937745)
('link109', 2.876054086937745)
('link110', 2.876054086937745)
('link111', 2.876054086937745)
('link112', 2.876054086937745)
('link113', 2.876054086937745)
('link114', 2.876054086937745)
('link115', 2.876054086937745)
('link117', 2.876054086937745)
('link118', 2.876054086937745)
('link119', 2.876054086937745)
('link120', 2.876054086937745)
('link121', 2.876054086937745)
('link122', 2.876054086937745)
('link123', 2.876054086937745)
('link124', 2.876054086937745)
('link125', 2.876054086937745)
('link126', 2.876054086937745)
('link127', 2.876054086937745)
('link128', 2.876054086937745)
('link129', 2.876054086937745)
('link130', 2.876054086937745)
('link131', 2.876054086937745)
('link132', 2.876054086937745)
('link133', 2.876054086937745)
('link134', 2.876054086937745)
('link135', 2.876054086937745)
('link136', 2.876054086937745)
('link137', 2.876054086937745)
('link138', 2.876054086937745)
('link139', 2.876054086937745)
('link140', 2.876054086937745)
('link141', 2.876054086937745)
('link142', 2.876054086937745)
('link143', 2.876054086937745)
('link145', 2.876054086937745)
('link146', 2.876054086937745)
('link148', 2.876054086937745)
('link149', 2.876054086937745)
('link150', 2.876054086937745)
('link151', 2.876054086937745)
('link152', 2.876054086937745)
('link153', 2.876054086937745)
('link154', 2.876054086937745)
('link155', 2.876054086937745)
('link156', 2.876054086937745)
('link157', 2.876054086937745)
('link158', 2.876054086937745)
('link159', 2.876054086937745)
('link160', 2.876054086937745)
('link161', 2.876054086937745)
('link162', 2.876054086937745)
('link163', 2.876054086937745)
('link166', 2.876054086937745)
('link167', 2.876054086937745)
('link168', 2.876054086937745)
('link169', 2.876054086937745)
('link170', 2.876054086937745)
('link171', 2.876054086937745)
('link172', 2.876054086937745)
('link173', 2.876054086937745)
('link174', 2.876054086937745)
('link175', 2.876054086937745)
('link176', 2.876054086937745)
('link177', 2.876054086937745)
('link178', 2.876054086937745)
('link179', 2.876054086937745)
('link180', 2.876054086937745)
('link181', 2.876054086937745)
('link182', 2.876054086937745)
('link183', 2.876054086937745)
('link184', 2.876054086937745)
('link186', 2.876054086937745)
('link187', 2.876054086937745)
('link188', 2.876054086937745)
('link189', 2.876054086937745)
('link190', 2.876054086937745)
('link192', 2.876054086937745)
('link193', 2.876054086937745)
('link195', 2.876054086937745)
('link196', 2.876054086937745)
('link197', 2.876054086937745)
('link198', 2.876054086937745)
('link199', 2.876054086937745)
('link200', 2.876054086937745)
('link201', 2.876054086937745)
('link202', 2.876054086937745)
('link203', 2.876054086937745)
('link204', 2.876054086937745)
('link205', 2.876054086937745)
('link206', 2.876054086937745)
('link207', 2.876054086937745)
('link208', 2.876054086937745)
('link209', 2.876054086937745)
('link210', 2.876054086937745)
('link211', 2.876054086937745)
('link213', 2.876054086937745)
('link214', 2.876054086937745)
('link215', 2.876054086937745)
('link216', 2.876054086937745)
('link217', 2.876054086937745)
('link218', 2.876054086937745)
('link219', 2.876054086937745)
('link220', 2.876054086937745)
('link221', 2.876054086937745)
('link222', 2.876054086937745)
('link223', 2.876054086937745)
('link224', 2.876054086937745)
('link227', 2.876054086937745)
('link228', 2.876054086937745)
('link229', 2.876054086937745)
('link230', 2.876054086937745)
('link231', 2.876054086937745)
('link232', 2.876054086937745)
('link233', 2.876054086937745)
('link234', 2.876054086937745)
('link235', 2.876054086937745)
('link236', 2.876054086937745)
('link237', 2.876054086937745)
('link238', 2.876054086937745)
('link239', 2.876054086937745)
('link240', 2.876054086937745)
('link241', 2.876054086937745)
('link242', 2.876054086937745)
('link243', 2.876054086937745)
('link245', 2.876054086937745)
('link247', 2.876054086937745)
('link248', 2.876054086937745)
('link249', 2.876054086937745)
('link250', 2.876054086937745)
('link251', 2.876054086937745)
('link252', 2.876054086937745)
('link253', 2.876054086937745)
('link254', 2.876054086937745)
('link255', 2.876054086937745)
('link256', 2.876054086937745)
('link257', 2.876054086937745)
('link259', 2.876054086937745)
('link260', 2.876054086937745)
('link261', 2.876054086937745)
('link262', 2.876054086937745)
('link263', 2.876054086937745)
