link002	43.46693015166769
link094	31.459726207999353
link091	26.74938920715876
link001	26.02854364345595
link056	21.75274008572675
link075	19.343751560834438
link067	18.82062131090779
link053	18.692314669836108
link011	18.68399284211718
link078	18.279700338432768
link021	17.65095827443775
link099	17.53406540004645
link003	13.916295514620582
link093	12.992896073289648
link013	12.860171959265942
link048	12.72668921710945
link096	11.960893645307795
link055	11.701495398614991
link100	11.391678801740746
link022	10.739433912101353
link051	9.852095782974304
link040	9.634136785901344
link031	9.107624962827302
link033	7.64820075986277
link068	6.710548608938936
link077	6.484871423585165
link046	5.9063274245064346
link058	5.763585443558983
link034	5.667181431509076
link057	5.576100560065837
link105	5.120052288169101
link030	4.721371658515715
link039	4.557397716912891
link059	4.297785826154386
link009	4.095820880237077
link004	4.0232293507917465
link076	3.61984237878994
link008	3.5264236608890407
link054	3.36310963244387
link007	3.20414649153086
link052	3.128981489283226
link014	3.127249484991314
link010	3.056217194614243
link029	3.0415877233290263
link047	2.999927200951634
link045	2.858145262222758
link092	2.8495430174197014
link066	2.8408620999567464
link049	2.7430223631834467
link080	2.687972584563546
link107	2.565602555085253
link095	2.545145282882378
link015	2.4123217055482264
link005	2.4002124315628612
link103	2.360596534024967
link065	2.3573893456318307
link032	2.339995517083885
link028	2.323346089834115
link102	2.3125501849266503
link044	2.3090464006131652
link101	2.293005844229507
link061	2.251737780315183
link060	2.2516337085178613
link041	2.2456998847496132
link088	2.242844973394389
link050	2.242064781535842
link062	2.2402228860183544
link012	2.2398843945394806
link025	2.2395227656087577
link006	2.2385038738392606
link089	2.238494575586379
link090	2.238484199689397
link064	2.238418252562327
link036	2.238242950496931
link020	2.238056920309549
link069	2.2379251436146466
link043	2.237839317224858
link104	2.2378371381122997
link037	2.2378365977784047
link085	2.2378076797730233
link018	2.237791978465541
link042	2.2377803967666754
link023	2.237780162533362
link071	2.237775804491289
link074	2.2377664759317417
link063	2.2377537513982344
link106	2.2377532423735764
link086	2.2377516537089126
link087	2.2377512806749946
link038	2.237749886090377
link073	2.237743888640235
link109	2.237743339189734
link035	2.237741010971638
link017	2.2377401554993406
link024	2.237739957548902
link072	2.237739396338398
link019	2.2377389961216494
link070	2.2377389720013907
link016	2.237738966152491
link079	2.2377389559217433
link027	2.2377389544715327
link081	2.2377389544715327
link082	2.2377389544715327
link083	2.2377389544715327
link084	2.2377389544715327
link097	2.2377389544715327
link098	2.2377389544715327
link108	2.2377389544715327
link110	2.2377389544715327
link026	2.2377389544480155
